extId,Country,District,Ward,Village,Hamlet
MPG,Tanzania,Rufiji DC,Mwaseni,Mloka,Mpanganya
YBV,Tanzania,Rufiji DC,Mwaseni,Mloka,Nyakisiku
BIZ,Tanzania,Rufiji DC,Mwaseni,Mtanza /Msona,Bizi
MSG,Tanzania,Rufiji DC,Mwaseni,Mtanza /Msona,Msiga
MTZ,Tanzania,Rufiji DC,Mwaseni,Mtanza /Msona,Mtanza
MTR,Tanzania,Rufiji DC,Mwaseni,Mtanza /Msona,Mturuma
MIY,Tanzania,Rufiji DC,Mwaseni,Mwaseni,Mibuyusaba
MWS,Tanzania,Rufiji DC,Mwaseni,Mwaseni,Mwaseni
ZOZ,Tanzania,Rufiji DC,Mwaseni,Mwaseni,Zombe
KUU,Tanzania,Rufiji DC,Ngarambe,Kungulwe,Kungulwe
VZS,Tanzania,Rufiji DC,Ngarambe,Namakono,Namakono
NGS,Tanzania,Rufiji DC,Ngarambe,Ngarambe Mashariki,Ngarambe Mashariki
USD,Tanzania,Rufiji DC,Ngarambe,NgarambeMagharibi,NgarambeMagharibi
TAA,Tanzania,Rufiji DC,Ngarambe,Tapika,Tapika
CWR,Tanzania,Rufiji DC,Ngorongo,Kilimani Magharibi,Kilombero
ABW,Tanzania,Rufiji DC,Ngorongo,Kilimani Magharibi,Kisagai
MBY,Tanzania,Rufiji DC,Ngorongo,Kilimani Magharibi,Mbuyuni
MPN,Tanzania,Rufiji DC,Ngorongo,Kilimani Magharibi,Mpanganya
TAG,Tanzania,Rufiji DC,Ngorongo,Kilimani Magharibi,Tangini
GEF,Tanzania,Rufiji DC,Ngorongo,Kilimani Mashariki,Gefu
GII,Tanzania,Rufiji DC,Ngorongo,Kilimani Mashariki,Ginnery
XOS,Tanzania,Rufiji DC,Ngorongo,Kilimani Mashariki,Mkongeni
FJM,Tanzania,Rufiji DC,Ngorongo,Kilimani Mashariki,Mkunga
UNY,Tanzania,Rufiji DC,Ngorongo,Kilimani Mashariki,Unyonge
HGK,Tanzania,Rufiji DC,Ngorongo,Ngorongo Magharibi,Kikongono
JXC,Tanzania,Rufiji DC,Ngorongo,Ngorongo Magharibi,Nyasungwi
HUZ,Tanzania,Rufiji DC,Ngorongo,Ngorongo Mashariki,Kipenda moyo
PUQ,Tanzania,Rufiji DC,Ngorongo,Ngorongo Mashariki,Nyalwiru
GCY,Tanzania,Rufiji DC,Ruaruke,Kilulatambwe,Kilulatambwe Kati
MBS,Tanzania,Rufiji DC,Ruaruke,Kilulatambwe,Mbusi
VKX,Tanzania,Rufiji DC,Ruaruke,Kilulatambwe,Milonzi
TGS,Tanzania,Rufiji DC,Ruaruke,Nyamatanga,Mkopi
MTO,Tanzania,Rufiji DC,Ruaruke,Nyamatanga,Mtomboloka
YXI,Tanzania,Rufiji DC,Ruaruke,Nyamatanga,Nyamatanga
OKN,Tanzania,Rufiji DC,Ruaruke,Ruaruke,Kindande
CSI,Tanzania,Rufiji DC,Ruaruke,Ruaruke,Kiwaga
QKD,Tanzania,Rufiji DC,Ruaruke,Ruaruke,Mbawa
WUE,Tanzania,Rufiji DC,Ruaruke,Ruaruke,Mwenge
ZLU,Tanzania,Rufiji DC,Ruaruke,Ruaruke,Nyambalapi
AAN,Tanzania,Rufiji DC,Ruaruke,Ruaruke B,aangweni Matosa
KIF,Tanzania,Rufiji DC,Ruaruke,Ruaruke B,Kimbwere famiti
MFU,Tanzania,Rufiji DC,Ruaruke,Ruaruke B,Mfule Mkumbini
MGE,Tanzania,Rufiji DC,Ruaruke,Ruaruke B,Mgerezini
NY-,Tanzania,Rufiji DC,Ruaruke,Ruaruke B,Nyanindi - Makoge
GAR,Tanzania,Rufiji DC,Ruaruke,Rungungu,Garibovu
HYB,Tanzania,Rufiji DC,Ruaruke,Rungungu,Miwaleni
NVZ,Tanzania,Rufiji DC,Ruaruke,Rungungu,Mkwende
MUW,Tanzania,Rufiji DC,Ruaruke,Rungungu,Mungutwa
SEF,Tanzania,Rufiji DC,Ruaruke,Rungungu,Rungungu
VPK,Tanzania,Rufiji DC,Salale,Kiomboni,Kiomboni Pwani
TWW,Tanzania,Rufiji DC,Salale,Kiomboni,Twana
URO,Tanzania,Rufiji DC,Salale,Kiomboni,Urongoni
FIE,Tanzania,Rufiji DC,Salale,Mchinga,Kilwani
MCG,Tanzania,Rufiji DC,Salale,Mchinga,Mchinga
SYA,Tanzania,Rufiji DC,Salale,Mchinga,Salale
SAG,Tanzania,Rufiji DC,Salale,Mchinga,Saninga
SI ,Tanzania,Rufiji DC,Salale,Mchinga,Simba Ulanga
MFA,Tanzania,Rufiji DC,Salale,Mfisini,Mfisini A
MFF,Tanzania,Rufiji DC,Salale,Mfisini,Mfisini B
MFN,Tanzania,Rufiji DC,Salale,Mfisini,Mfisini kati
GIU,Tanzania,Rufiji DC,Salale,Nyamisati,Kihingi Shule
SYQ,Tanzania,Rufiji DC,Salale,Nyamisati,Kihingipwani
MJE,Tanzania,Rufiji DC,Salale,Nyamisati,Mjengea
TOS,Tanzania,Rufiji DC,Umwe,Umwe Kaskazini,Kilwa
SWA,Tanzania,Rufiji DC,Umwe,Umwe Kaskazini,Mchikichini
MJM,Tanzania,Rufiji DC,Umwe,Umwe Kaskazini,Mjimwema
MPR,Tanzania,Rufiji DC,Umwe,Umwe Kaskazini,Mparange
LHU,Tanzania,Rufiji DC,Umwe,Umwe Kaskazini,Msikitini
VIW,Tanzania,Rufiji DC,Umwe,Umwe Kaskazini,Viwandani
AMA,Tanzania,Rufiji DC,Umwe,Umwe Kati,Amani
AZZ,Tanzania,Rufiji DC,Umwe,Umwe Kati,Azimio
DHR,Tanzania,Rufiji DC,Umwe,Umwe Kati,Msikitini
SII,Tanzania,Rufiji DC,Umwe,Umwe Kati,Siasa
SOI,Tanzania,Rufiji DC,Umwe,Umwe Kati,Sokoni
NHM,Tanzania,Rufiji DC,Umwe,Umwe Kati,Ujamaa
UMM,Tanzania,Rufiji DC,Umwe,Umwe Kati,Umoja
UME,Tanzania,Rufiji DC,Umwe,Umwe Kati,Umwe
MAF,Tanzania,Rufiji DC,Umwe,Umwe Kusini,Makarafati
CJD,Tanzania,Rufiji DC,Umwe,Umwe Kusini,Makonge
WCT,Tanzania,Rufiji DC,Umwe,Umwe Kusini,Makumbusho
ACS,Tanzania,Rufiji DC,Umwe,Umwe Kusini,Mbuyuni
KUH,Tanzania,Rufiji DC,Umwe,Umwe Kusini,Msikitini
MWB,Tanzania,Rufiji DC,Umwe,Umwe Kusini,Mwembe Muhoro
DVY,Tanzania,Rufiji DC,Umwe,Umwe Kusini,Ngasinda
NJO,Tanzania,Rufiji DC,Umwe,Umwe Kusini,Njogoro
QWG,Tanzania,Rufiji DC,Utete,Kitundu,Kitundu
PKE,Tanzania,Rufiji DC,Utete,Kiwili,Kiwili
LZK,Tanzania,Rufiji DC,Utete,Siasa,Siasa
